area_fips,county,state,lq
19039,Clarke County,Iowa,0.59
19041,Clay County,Iowa,0.97
19043,Clayton County,Iowa,0
19045,Clinton County,Iowa,1.14
19047,Crawford County,Iowa,0.61
19049,Dallas County,Iowa,0.69
19051,Davis County,Iowa,0
19053,Decatur County,Iowa,0
19055,Delaware County,Iowa,0
19057,Des Moines County,Iowa,1.18
19059,Dickinson County,Iowa,0.59
19061,Dubuque County,Iowa,1.11
19063,Emmet County,Iowa,0
19065,Fayette County,Iowa,0
19067,Floyd County,Iowa,0
19069,Franklin County,Iowa,0.56
19071,Fremont County,Iowa,1.16
19073,Greene County,Iowa,0
19075,Grundy County,Iowa,0
19077,Guthrie County,Iowa,0.82
19079,Hamilton County,Iowa,0
19081,Hancock County,Iowa,0
19083,Hardin County,Iowa,0.79
19085,Harrison County,Iowa,0
19087,Henry County,Iowa,0
19089,Howard County,Iowa,0
19091,Humboldt County,Iowa,0
19093,Ida County,Iowa,0
19095,Iowa County,Iowa,0
19097,Jackson County,Iowa,0
19099,Jasper County,Iowa,0.92
19101,Jefferson County,Iowa,0
19103,Johnson County,Iowa,0.72
19105,Jones County,Iowa,1.02
19107,Keokuk County,Iowa,0.83
19109,Kossuth County,Iowa,0
19111,Lee County,Iowa,0
19113,Linn County,Iowa,0.9
19115,Louisa County,Iowa,0.77
19117,Lucas County,Iowa,0
19119,Lyon County,Iowa,0.72
19121,Madison County,Iowa,0.69
19123,Mahaska County,Iowa,0.67
19125,Marion County,Iowa,0.9
19127,Marshall County,Iowa,0.89
19129,Mills County,Iowa,0
19131,Mitchell County,Iowa,0
19133,Monona County,Iowa,1.92
19135,Monroe County,Iowa,0.53
19137,Montgomery County,Iowa,0
19139,Muscatine County,Iowa,0.62
19141,O'Brien County,Iowa,1.57
19143,Osceola County,Iowa,1.02
19145,Page County,Iowa,0
19147,Palo Alto County,Iowa,0
19149,Plymouth County,Iowa,0
19151,Pocahontas County,Iowa,0
19153,Polk County,Iowa,0.92
19155,Pottawattamie County,Iowa,1.02
19157,Poweshiek County,Iowa,0
19159,Ringgold County,Iowa,1.16
19161,Sac County,Iowa,1.31
19163,Scott County,Iowa,1.03
19165,Shelby County,Iowa,0
19167,Sioux County,Iowa,0.68
19169,Story County,Iowa,0.68
19171,Tama County,Iowa,0
19173,Taylor County,Iowa,0.92
19175,Union County,Iowa,0.73
19177,Van Buren County,Iowa,0.44
19179,Wapello County,Iowa,1.09
19181,Warren County,Iowa,0.94
19183,Washington County,Iowa,0.92
19185,Wayne County,Iowa,0.65
19187,Webster County,Iowa,1.09
19189,Winnebago County,Iowa,0
19191,Winneshiek County,Iowa,0
19193,Woodbury County,Iowa,1.18
19195,Worth County,Iowa,0.51
19197,Wright County,Iowa,0.59
20001,Allen County,Kansas,0.66
20003,Anderson County,Kansas,1.28
20005,Atchison County,Kansas,0
20007,Barber County,Kansas,0
20009,Barton County,Kansas,0
20011,Bourbon County,Kansas,1.29
20013,Brown County,Kansas,1.09
20015,Butler County,Kansas,1.11
20017,Chase County,Kansas,0
20019,Chautauqua County,Kansas,1.41
20021,Cherokee County,Kansas,0.8
20023,Cheyenne County,Kansas,1.64
20025,Clark County,Kansas,0
20027,Clay County,Kansas,0.72
20029,Cloud County,Kansas,0
20031,Coffey County,Kansas,0
20033,Comanche County,Kansas,0
20035,Cowley County,Kansas,0
20037,Crawford County,Kansas,0.96
20039,Decatur County,Kansas,1.36
20041,Dickinson County,Kansas,0
20043,Doniphan County,Kansas,0.54
20045,Douglas County,Kansas,0.68
20047,Edwards County,Kansas,1.15
20049,Elk County,Kansas,0.25
20051,Ellis County,Kansas,1.47
20053,Ellsworth County,Kansas,0.88
20055,Finney County,Kansas,0.85
20057,Ford County,Kansas,0
20059,Franklin County,Kansas,0
20061,Geary County,Kansas,0.32
20063,Gove County,Kansas,0.29
20065,Graham County,Kansas,0.84
20067,Grant County,Kansas,0.38
20069,Gray County,Kansas,0.95
20071,Greeley County,Kansas,0
20073,Greenwood County,Kansas,0
20075,Hamilton County,Kansas,0.05
20077,Harper County,Kansas,0
20079,Harvey County,Kansas,0
20081,Haskell County,Kansas,0
20083,Hodgeman County,Kansas,0
20085,Jackson County,Kansas,0.92
20087,Jefferson County,Kansas,0
20089,Jewell County,Kansas,0
20091,Johnson County,Kansas,0.96
20093,Kearny County,Kansas,0.08
20095,Kingman County,Kansas,1.08
20097,Kiowa County,Kansas,0
20099,Labette County,Kansas,0.86
20101,Lane County,Kansas,0
20103,Leavenworth County,Kansas,0.64
20105,Lincoln County,Kansas,0.51
20107,Linn County,Kansas,0
20109,Logan County,Kansas,0
20111,Lyon County,Kansas,0.7
20113,McPherson County,Kansas,1.09
20115,Marion County,Kansas,0
20117,Marshall County,Kansas,0.73
20119,Meade County,Kansas,0
20121,Miami County,Kansas,1.19
20123,Mitchell County,Kansas,0.71
20125,Montgomery County,Kansas,0
20127,Morris County,Kansas,0
20129,Morton County,Kansas,0
20131,Nemaha County,Kansas,0
20133,Neosho County,Kansas,0
20135,Ness County,Kansas,0
20137,Norton County,Kansas,0.9
20139,Osage County,Kansas,0
20141,Osborne County,Kansas,1.06
20143,Ottawa County,Kansas,1.08
20145,Pawnee County,Kansas,0.73
20147,Phillips County,Kansas,0.2
20149,Pottawatomie County,Kansas,0
20151,Pratt County,Kansas,1.09
20153,Rawlins County,Kansas,0.78
20155,Reno County,Kansas,1.08
20157,Republic County,Kansas,0
20159,Rice County,Kansas,0
20161,Riley County,Kansas,0.88
20163,Rooks County,Kansas,0.49
20165,Rush County,Kansas,0.55
20167,Russell County,Kansas,0
20169,Saline County,Kansas,1.5
20171,Scott County,Kansas,0
20173,Sedgwick County,Kansas,0.97
20175,Seward County,Kansas,0
20177,Shawnee County,Kansas,1.26
20179,Sheridan County,Kansas,0
20181,Sherman County,Kansas,0
20183,Smith County,Kansas,1.35
20185,Stafford County,Kansas,0
20187,Stanton County,Kansas,0
20189,Stevens County,Kansas,0
20191,Sumner County,Kansas,0.72
20193,Thomas County,Kansas,0
20195,Trego County,Kansas,0
20197,Wabaunsee County,Kansas,0
20199,Wallace County,Kansas,0
20201,Washington County,Kansas,0.63
20203,Wichita County,Kansas,0.1
20205,Wilson County,Kansas,0.78
20207,Woodson County,Kansas,0
20209,Wyandotte County,Kansas,1.09
21001,Adair County,Kentucky,0
21003,Allen County,Kentucky,0
21005,Anderson County,Kentucky,0.46
21007,Ballard County,Kentucky,0.69
21009,Barren County,Kentucky,1.03
21011,Bath County,Kentucky,0.76
21013,Bell County,Kentucky,0
21015,Boone County,Kentucky,0.43
21017,Bourbon County,Kentucky,0.82
21019,Boyd County,Kentucky,1.65
21021,Boyle County,Kentucky,0
21023,Bracken County,Kentucky,0.82
21025,Breathitt County,Kentucky,2.52
21027,Breckinridge County,Kentucky,1.17
21029,Bullitt County,Kentucky,0.36
21031,Butler County,Kentucky,0
21033,Caldwell County,Kentucky,0
21035,Calloway County,Kentucky,0.36
21037,Campbell County,Kentucky,0.98
21039,Carlisle County,Kentucky,0.84
21041,Carroll County,Kentucky,0
21043,Carter County,Kentucky,0.63
21045,Casey County,Kentucky,1.09
21047,Christian County,Kentucky,0.88
21049,Clark County,Kentucky,0.79
21051,Clay County,Kentucky,0
21053,Clinton County,Kentucky,1.09
21055,Crittenden County,Kentucky,1.34
21057,Cumberland County,Kentucky,2.58
21059,Daviess County,Kentucky,1.35
21061,Edmonson County,Kentucky,0
21063,Elliott County,Kentucky,1.09
21065,Estill County,Kentucky,1.52
21067,Fayette County,Kentucky,0.93
21069,Fleming County,Kentucky,0
21071,Floyd County,Kentucky,1.51
21073,Franklin County,Kentucky,0.67
21075,Fulton County,Kentucky,0
21077,Gallatin County,Kentucky,0.6
21079,Garrard County,Kentucky,0
21081,Grant County,Kentucky,0
21083,Graves County,Kentucky,0.93
21085,Grayson County,Kentucky,0.75
21087,Green County,Kentucky,2.03
21089,Greenup County,Kentucky,2
21091,Hancock County,Kentucky,0
21093,Hardin County,Kentucky,0.64
21095,Harlan County,Kentucky,0
21097,Harrison County,Kentucky,0
21099,Hart County,Kentucky,0.5
21101,Henderson County,Kentucky,0
21103,Henry County,Kentucky,0
21105,Hickman County,Kentucky,1.34
21107,Hopkins County,Kentucky,1.25
21109,Jackson County,Kentucky,0
21111,Jefferson County,Kentucky,1.01
21113,Jessamine County,Kentucky,0.5
21115,Johnson County,Kentucky,0
21117,Kenton County,Kentucky,1.28
21119,Knott County,Kentucky,0
21121,Knox County,Kentucky,0
21123,Larue County,Kentucky,1.03
21125,Laurel County,Kentucky,0.89
21127,Lawrence County,Kentucky,2.09
21129,Lee County,Kentucky,1.41
21131,Leslie County,Kentucky,0
21133,Letcher County,Kentucky,0
21135,Lewis County,Kentucky,1.29
21137,Lincoln County,Kentucky,1.09
21139,Livingston County,Kentucky,0.94
21141,Logan County,Kentucky,0.59
21143,Lyon County,Kentucky,0.99
21145,McCracken County,Kentucky,1.47
21147,McCreary County,Kentucky,0.86
21149,McLean County,Kentucky,0.53
21151,Madison County,Kentucky,0.8
21153,Magoffin County,Kentucky,1.43
21155,Marion County,Kentucky,0
21157,Marshall County,Kentucky,0
21159,Martin County,Kentucky,0.91
21161,Mason County,Kentucky,0
21163,Meade County,Kentucky,0.54
21165,Menifee County,Kentucky,0
21167,Mercer County,Kentucky,0
21169,Metcalfe County,Kentucky,0.57
21171,Monroe County,Kentucky,0
21173,Montgomery County,Kentucky,0
21175,Morgan County,Kentucky,0.68
21177,Muhlenberg County,Kentucky,0
21179,Nelson County,Kentucky,0.76
21181,Nicholas County,Kentucky,1.29
21183,Ohio County,Kentucky,0.71
21185,Oldham County,Kentucky,1.03
21187,Owen County,Kentucky,0.73
21189,Owsley County,Kentucky,2.2
21191,Pendleton County,Kentucky,0.79
21193,Perry County,Kentucky,0
21195,Pike County,Kentucky,1.75
21197,Powell County,Kentucky,0.75
21199,Pulaski County,Kentucky,1.57
21201,Robertson County,Kentucky,2.13
21203,Rockcastle County,Kentucky,0
21205,Rowan County,Kentucky,0
21207,Russell County,Kentucky,0
21209,Scott County,Kentucky,0
21211,Shelby County,Kentucky,0.51
21213,Simpson County,Kentucky,0
21215,Spencer County,Kentucky,0
21217,Taylor County,Kentucky,0
21219,Todd County,Kentucky,0
21221,Trigg County,Kentucky,0.83
21223,Trimble County,Kentucky,0.56
21225,Union County,Kentucky,0
21227,Warren County,Kentucky,1.08
21229,Washington County,Kentucky,0.96
21231,Wayne County,Kentucky,0
21233,Webster County,Kentucky,0.83
21235,Whitley County,Kentucky,0
21237,Wolfe County,Kentucky,0
21239,Woodford County,Kentucky,0
22001,Acadia Parish,Louisiana,1.2
22003,Allen Parish,Louisiana,0.78
22005,Ascension Parish,Louisiana,0.52
22007,Assumption Parish,Louisiana,0
22009,Avoyelles Parish,Louisiana,0
22011,Beauregard Parish,Louisiana,1.29
22013,Bienville Parish,Louisiana,0
22015,Bossier Parish,Louisiana,0.7
22017,Caddo Parish,Louisiana,1.54
22019,Calcasieu Parish,Louisiana,0.93
22021,Caldwell Parish,Louisiana,2.14
22023,Cameron Parish,Louisiana,0.04
22025,Catahoula Parish,Louisiana,1.42
22027,Claiborne Parish,Louisiana,0
22029,Concordia Parish,Louisiana,0
22031,De Soto Parish,Louisiana,0
22033,East Baton Rouge Parish,Louisiana,1.05
22035,East Carroll Parish,Louisiana,0
22037,East Feliciana Parish,Louisiana,0.95
22039,Evangeline Parish,Louisiana,0
22041,Franklin Parish,Louisiana,0
22043,Grant Parish,Louisiana,0.6
22045,Iberia Parish,Louisiana,0.78
22047,Iberville Parish,Louisiana,0
22049,Jackson Parish,Louisiana,1.05
22051,Jefferson Parish,Louisiana,1.18
22053,Jefferson Davis Parish,Louisiana,1.51
22055,Lafayette Parish,Louisiana,1.26
22057,Lafourche Parish,Louisiana,0.69
22059,LaSalle Parish,Louisiana,0
22061,Lincoln Parish,Louisiana,1.23
22063,Livingston Parish,Louisiana,0.63
22065,Madison Parish,Louisiana,0
22067,Morehouse Parish,Louisiana,0
22069,Natchitoches Parish,Louisiana,0.85
22071,Orleans Parish,Louisiana,0.86
22073,Ouachita Parish,Louisiana,1.5
22075,Plaquemines Parish,Louisiana,0.23
22077,Pointe Coupee Parish,Louisiana,0
22079,Rapides Parish,Louisiana,1.54
22081,Red River Parish,Louisiana,0
22083,Richland Parish,Louisiana,0
22085,Sabine Parish,Louisiana,0
22087,St. Bernard Parish,Louisiana,0.72
22089,St. Charles Parish,Louisiana,0.45
22091,St. Helena Parish,Louisiana,0
22093,St. James Parish,Louisiana,0
22095,St. John the Baptist Parish,Louisiana,0
22097,St. Landry Parish,Louisiana,1.37
22099,St. Martin Parish,Louisiana,1.05
22101,St. Mary Parish,Louisiana,0.47
22103,St. Tammany Parish,Louisiana,1.06
22105,Tangipahoa Parish,Louisiana,1.01
22107,Tensas Parish,Louisiana,0
22109,Terrebonne Parish,Louisiana,1.05
22111,Union Parish,Louisiana,0.96
22113,Vermilion Parish,Louisiana,0.92
22115,Vernon Parish,Louisiana,0.76
22117,Washington Parish,Louisiana,0
22119,Webster Parish,Louisiana,0
22121,West Baton Rouge Parish,Louisiana,0.28
22123,West Carroll Parish,Louisiana,0.9
22125,West Feliciana Parish,Louisiana,0
22127,Winn Parish,Louisiana,1.68
23001,Androscoggin County,Maine,1.47
23003,Aroostook County,Maine,1.42
23005,Cumberland County,Maine,1.3
23007,Franklin County,Maine,1.17
23009,Hancock County,Maine,1.01
23011,Kennebec County,Maine,1.33
23013,Knox County,Maine,1.16
23015,Lincoln County,Maine,1.16
23017,Oxford County,Maine,1.15
23019,Penobscot County,Maine,1.63
23021,Piscataquis County,Maine,0
23023,Sagadahoc County,Maine,0.49
23025,Somerset County,Maine,1.28
23027,Waldo County,Maine,1.09
23029,Washington County,Maine,1.3
23031,York County,Maine,0.98
24001,Allegany County,Maryland,1.6
24003,Anne Arundel County,Maryland,0.84
24005,Baltimore County,Maryland,1.25
24009,Calvert County,Maryland,1.16
24011,Caroline County,Maryland,0
24013,Carroll County,Maryland,1.18
24015,Cecil County,Maryland,0.84
24017,Charles County,Maryland,0.93
24019,Dorchester County,Maryland,0
24021,Frederick County,Maryland,0.93
24023,Garrett County,Maryland,0
24025,Harford County,Maryland,0.9
24027,Howard County,Maryland,0.68
24029,Kent County,Maryland,1.13
24031,Montgomery County,Maryland,1.03
24033,Prince George's County,Maryland,0.72
24035,Queen Anne's County,Maryland,0.53
24037,St. Mary's County,Maryland,0.68
24039,Somerset County,Maryland,1.24
24041,Talbot County,Maryland,1.58
24043,Washington County,Maryland,1.18
24045,Wicomico County,Maryland,1.43
24047,Worcester County,Maryland,0.69
24510,Baltimore city,Maryland,1.63
25001,Barnstable County,Massachusetts,1.29
25003,Berkshire County,Massachusetts,1.54
25005,Bristol County,Massachusetts,1.42
25007,Dukes County,Massachusetts,0.76
25009,Essex County,Massachusetts,1.47
25011,Franklin County,Massachusetts,1.2
25013,Hampden County,Massachusetts,1.86
25015,Hampshire County,Massachusetts,1.14
25017,Middlesex County,Massachusetts,0.96
25019,Nantucket County,Massachusetts,0.48
25021,Norfolk County,Massachusetts,1.13
25023,Plymouth County,Massachusetts,1.29
25025,Suffolk County,Massachusetts,1.53
25027,Worcester County,Massachusetts,1.48
26001,Alcona County,Michigan,1.99
26003,Alger County,Michigan,0.5
26005,Allegan County,Michigan,0.37
26007,Alpena County,Michigan,0.86
26009,Antrim County,Michigan,0.3
26011,Arenac County,Michigan,1.22
26013,Baraga County,Michigan,0
26015,Barry County,Michigan,0.72
26017,Bay County,Michigan,1.35
26019,Benzie County,Michigan,0.66
26021,Berrien County,Michigan,0.91
26023,Branch County,Michigan,0.48
26025,Calhoun County,Michigan,1.29
26027,Cass County,Michigan,0.52
26029,Charlevoix County,Michigan,1
26031,Cheboygan County,Michigan,0
26033,Chippewa County,Michigan,0.44
26035,Clare County,Michigan,0.79
26037,Clinton County,Michigan,0.62
26039,Crawford County,Michigan,0
26041,Delta County,Michigan,1.03
26043,Dickinson County,Michigan,0.6
26045,Eaton County,Michigan,0.46
26047,Emmet County,Michigan,1.19
26049,Genesee County,Michigan,1.3
26051,Gladwin County,Michigan,0
26053,Gogebic County,Michigan,0
26055,Grand Traverse County,Michigan,1.46
26057,Gratiot County,Michigan,0
26059,Hillsdale County,Michigan,0
26061,Houghton County,Michigan,0
26063,Huron County,Michigan,0
26065,Ingham County,Michigan,1.11
26067,Ionia County,Michigan,0.38
26069,Iosco County,Michigan,0
26071,Iron County,Michigan,0.77
26073,Isabella County,Michigan,0.72
26075,Jackson County,Michigan,1.11
26077,Kalamazoo County,Michigan,1.16
26079,Kalkaska County,Michigan,0.2
26081,Kent County,Michigan,1.17
26083,Keweenaw County,Michigan,0
26085,Lake County,Michigan,2.12
26087,Lapeer County,Michigan,0.43
26089,Leelanau County,Michigan,0.55
26091,Lenawee County,Michigan,0.91
26093,Livingston County,Michigan,0.93
26095,Luce County,Michigan,0
26097,Mackinac County,Michigan,0
26099,Macomb County,Michigan,0.89
26101,Manistee County,Michigan,0
26103,Marquette County,Michigan,1.45
26105,Mason County,Michigan,0.82
26107,Mecosta County,Michigan,0.73
26109,Menominee County,Michigan,0
26111,Midland County,Michigan,1.12
26113,Missaukee County,Michigan,0
26115,Monroe County,Michigan,0.86
26117,Montcalm County,Michigan,0
26119,Montmorency County,Michigan,1.08
26121,Muskegon County,Michigan,1.26
26123,Newaygo County,Michigan,0.77
26125,Oakland County,Michigan,1.06
26127,Oceana County,Michigan,0.3
26129,Ogemaw County,Michigan,0
26131,Ontonagon County,Michigan,1.01
26133,Osceola County,Michigan,1.08
26135,Oscoda County,Michigan,0.2
26137,Otsego County,Michigan,0
26139,Ottawa County,Michigan,0.51
26141,Presque Isle County,Michigan,0
26143,Roscommon County,Michigan,0
26145,Saginaw County,Michigan,1.33
26147,St. Clair County,Michigan,1.24
26149,St. Joseph County,Michigan,0.56
26151,Sanilac County,Michigan,0
26153,Schoolcraft County,Michigan,0.37
26155,Shiawassee County,Michigan,1.14
26157,Tuscola County,Michigan,0
26159,Van Buren County,Michigan,0
26161,Washtenaw County,Michigan,0.82
26163,Wayne County,Michigan,1.2
26165,Wexford County,Michigan,0.83
27001,Aitkin County,Minnesota,0
27003,Anoka County,Minnesota,1.04
27005,Becker County,Minnesota,1.15
27007,Beltrami County,Minnesota,1.48
27009,Benton County,Minnesota,0
27011,Big Stone County,Minnesota,0
27013,Blue Earth County,Minnesota,1.63
27015,Brown County,Minnesota,1.13
27017,Carlton County,Minnesota,0.93
27019,Carver County,Minnesota,0.94
27021,Cass County,Minnesota,0
27023,Chippewa County,Minnesota,0
27025,Chisago County,Minnesota,1.79
27027,Clay County,Minnesota,1.27
27029,Clearwater County,Minnesota,0
27031,Cook County,Minnesota,0.21
27033,Cottonwood County,Minnesota,0
27035,Crow Wing County,Minnesota,1.45
27037,Dakota County,Minnesota,0.91
27039,Dodge County,Minnesota,0
27041,Douglas County,Minnesota,0.85
27043,Faribault County,Minnesota,1.09
27045,Fillmore County,Minnesota,0
27047,Freeborn County,Minnesota,0
27049,Goodhue County,Minnesota,0.98
27051,Grant County,Minnesota,0
27053,Hennepin County,Minnesota,1.11
27055,Houston County,Minnesota,1.29
27057,Hubbard County,Minnesota,0
27059,Isanti County,Minnesota,1.6
27061,Itasca County,Minnesota,1.52
27063,Jackson County,Minnesota,0
27065,Kanabec County,Minnesota,0.8
27067,Kandiyohi County,Minnesota,0
27069,Kittson County,Minnesota,0
27071,Koochiching County,Minnesota,0
27073,Lac qui Parle County,Minnesota,0.93
27075,Lake County,Minnesota,0
27077,Lake of the Woods County,Minnesota,0.7
27079,Le Sueur County,Minnesota,0.52
27081,Lincoln County,Minnesota,0
27083,Lyon County,Minnesota,0.95
27085,McLeod County,Minnesota,1.31
27087,Mahnomen County,Minnesota,0
27089,Marshall County,Minnesota,1.02
27091,Martin County,Minnesota,1.32
27093,Meeker County,Minnesota,1
27095,Mille Lacs County,Minnesota,0
27097,Morrison County,Minnesota,0
27099,Mower County,Minnesota,0
27101,Murray County,Minnesota,0
27103,Nicollet County,Minnesota,0
27105,Nobles County,Minnesota,0
27107,Norman County,Minnesota,1.69
27109,Olmsted County,Minnesota,3.38
27111,Otter Tail County,Minnesota,1.26
27113,Pennington County,Minnesota,0
27115,Pine County,Minnesota,0.83
27117,Pipestone County,Minnesota,0
27119,Polk County,Minnesota,0
27121,Pope County,Minnesota,0
27123,Ramsey County,Minnesota,1.42
27125,Red Lake County,Minnesota,0
27127,Redwood County,Minnesota,0
27129,Renville County,Minnesota,0
27131,Rice County,Minnesota,0.99
27133,Rock County,Minnesota,1.47
27135,Roseau County,Minnesota,0.76
27137,St. Louis County,Minnesota,1.91
27139,Scott County,Minnesota,0.69
27141,Sherburne County,Minnesota,1
27143,Sibley County,Minnesota,0
27145,Stearns County,Minnesota,1.37
27147,Steele County,Minnesota,0.8
27149,Stevens County,Minnesota,0
27151,Swift County,Minnesota,0
27153,Todd County,Minnesota,1.38
27155,Traverse County,Minnesota,1.52
27157,Wabasha County,Minnesota,0
27159,Wadena County,Minnesota,0
27161,Waseca County,Minnesota,1.27
27163,Washington County,Minnesota,1.04
27165,Watonwan County,Minnesota,0.75
27167,Wilkin County,Minnesota,1.71
27169,Winona County,Minnesota,0.82
27171,Wright County,Minnesota,0.95
27173,Yellow Medicine County,Minnesota,0
28001,Adams County,Mississippi,0
28003,Alcorn County,Mississippi,0.62
28005,Amite County,Mississippi,0
28007,Attala County,Mississippi,0
28009,Benton County,Mississippi,1.22
28011,Bolivar County,Mississippi,1.14
28013,Calhoun County,Mississippi,0
28015,Carroll County,Mississippi,0
28017,Chickasaw County,Mississippi,0
28019,Choctaw County,Mississippi,0
28021,Claiborne County,Mississippi,0
28023,Clarke County,Mississippi,0
28025,Clay County,Mississippi,0
28027,Coahoma County,Mississippi,1.48
28029,Copiah County,Mississippi,0
28031,Covington County,Mississippi,0.41
28033,DeSoto County,Mississippi,0.71
28035,Forrest County,Mississippi,0.94
28037,Franklin County,Mississippi,0
28039,George County,Mississippi,0
28041,Greene County,Mississippi,0
28043,Grenada County,Mississippi,0.57
28045,Hancock County,Mississippi,0.52
28047,Harrison County,Mississippi,0.65
28049,Hinds County,Mississippi,1.37
28051,Holmes County,Mississippi,0
28053,Humphreys County,Mississippi,0
28055,Issaquena County,Mississippi,0
28057,Itawamba County,Mississippi,0.72
28059,Jackson County,Mississippi,0.54
28061,Jasper County,Mississippi,0
28063,Jefferson County,Mississippi,0.96
28065,Jefferson Davis County,Mississippi,0
28067,Jones County,Mississippi,0.39
28069,Kemper County,Mississippi,0
28071,Lafayette County,Mississippi,0.91
28073,Lamar County,Mississippi,1.17
28075,Lauderdale County,Mississippi,1.4
28077,Lawrence County,Mississippi,0.55
28079,Leake County,Mississippi,0
28081,Lee County,Mississippi,1.25
28083,Leflore County,Mississippi,0.89
28085,Lincoln County,Mississippi,1.05
28087,Lowndes County,Mississippi,1.07
28089,Madison County,Mississippi,0.71
28091,Marion County,Mississippi,0
28093,Marshall County,Mississippi,0
28095,Monroe County,Mississippi,0
28097,Montgomery County,Mississippi,0
28099,Neshoba County,Mississippi,0
28101,Newton County,Mississippi,0
28103,Noxubee County,Mississippi,0.43
28105,Oktibbeha County,Mississippi,0.61
28107,Panola County,Mississippi,0
28109,Pearl River County,Mississippi,0
28111,Perry County,Mississippi,1.04
28113,Pike County,Mississippi,0.64
28115,Pontotoc County,Mississippi,0
28117,Prentiss County,Mississippi,0
28119,Quitman County,Mississippi,0
28121,Rankin County,Mississippi,0.77
28123,Scott County,Mississippi,0
28125,Sharkey County,Mississippi,0
28127,Simpson County,Mississippi,0
28129,Smith County,Mississippi,0.67
28131,Stone County,Mississippi,0
28133,Sunflower County,Mississippi,0.62
28135,Tallahatchie County,Mississippi,0
28137,Tate County,Mississippi,0
28139,Tippah County,Mississippi,0
28141,Tishomingo County,Mississippi,0
28143,Tunica County,Mississippi,0.2
28145,Union County,Mississippi,0
28147,Walthall County,Mississippi,0
28149,Warren County,Mississippi,0.9
28151,Washington County,Mississippi,1.01
28153,Wayne County,Mississippi,0
28155,Webster County,Mississippi,0
28157,Wilkinson County,Mississippi,0
28159,Winston County,Mississippi,0
28161,Yalobusha County,Mississippi,0
28163,Yazoo County,Mississippi,0
29001,Adair County,Missouri,0
29003,Andrew County,Missouri,0
29005,Atchison County,Missouri,1.46
29007,Audrain County,Missouri,0
29009,Barry County,Missouri,0.57
29011,Barton County,Missouri,1.17
29013,Bates County,Missouri,0
29015,Benton County,Missouri,0
29017,Bollinger County,Missouri,0
29019,Boone County,Missouri,0.85
29021,Buchanan County,Missouri,1.13
29023,Butler County,Missouri,0
29025,Caldwell County,Missouri,0.48
29027,Callaway County,Missouri,0
29029,Camden County,Missouri,1.19
29031,Cape Girardeau County,Missouri,1.74
29033,Carroll County,Missouri,0
29035,Carter County,Missouri,1.26
29037,Cass County,Missouri,0.84
29039,Cedar County,Missouri,1.03
29041,Chariton County,Missouri,0
29043,Christian County,Missouri,0.62
29045,Clark County,Missouri,0.39
29047,Clay County,Missouri,0.63
29049,Clinton County,Missouri,0
29051,Cole County,Missouri,0.81
29053,Cooper County,Missouri,0.92
29055,Crawford County,Missouri,1.2
29057,Dade County,Missouri,0.19
29059,Dallas County,Missouri,0
29061,Daviess County,Missouri,0
29063,DeKalb County,Missouri,0.78
29065,Dent County,Missouri,0
29067,Douglas County,Missouri,0
29069,Dunklin County,Missouri,0
29071,Franklin County,Missouri,0.77
29073,Gasconade County,Missouri,0
29075,Gentry County,Missouri,2.34
29077,Greene County,Missouri,1.41
29079,Grundy County,Missouri,1.46
29081,Harrison County,Missouri,0.68
29083,Henry County,Missouri,0
29085,Hickory County,Missouri,1.21
29087,Holt County,Missouri,0.87
29089,Howard County,Missouri,0
29091,Howell County,Missouri,1.62
29093,Iron County,Missouri,1.7
29095,Jackson County,Missouri,1.08
29097,Jasper County,Missouri,0.92
29099,Jefferson County,Missouri,1.05
29101,Johnson County,Missouri,0.62
29103,Knox County,Missouri,0
29105,Laclede County,Missouri,0.77
29107,Lafayette County,Missouri,0
29109,Lawrence County,Missouri,0
29111,Lewis County,Missouri,0
29113,Lincoln County,Missouri,0.79
29115,Linn County,Missouri,0
29117,Livingston County,Missouri,1.01
29119,McDonald County,Missouri,0.31
29121,Macon County,Missouri,0
29123,Madison County,Missouri,1.12
29125,Maries County,Missouri,0.89
29127,Marion County,Missouri,0
29129,Mercer County,Missouri,0.38
29131,Miller County,Missouri,0
29133,Mississippi County,Missouri,0
29135,Moniteau County,Missouri,0
29137,Monroe County,Missouri,0
29139,Montgomery County,Missouri,0.74
29141,Morgan County,Missouri,0.35
29143,New Madrid County,Missouri,0
29145,Newton County,Missouri,1.96
29147,Nodaway County,Missouri,0.96
29149,Oregon County,Missouri,1.73
29151,Osage County,Missouri,0.55
29153,Ozark County,Missouri,0
29155,Pemiscot County,Missouri,0
29157,Perry County,Missouri,0.55
29159,Pettis County,Missouri,0.89
29161,Phelps County,Missouri,1.13
29163,Pike County,Missouri,0.74
29165,Platte County,Missouri,0.62
29167,Polk County,Missouri,1.13
29169,Pulaski County,Missouri,0.52
29171,Putnam County,Missouri,0.48
29173,Ralls County,Missouri,0
29175,Randolph County,Missouri,0.95
29177,Ray County,Missouri,0
29179,Reynolds County,Missouri,1.36
29181,Ripley County,Missouri,2.06
29183,St. Charles County,Missouri,0.9
29185,St. Clair County,Missouri,1.2
29186,Ste. Genevieve County,Missouri,0
29187,St. Francois County,Missouri,1.22
29189,St. Louis County,Missouri,1.19
29195,Saline County,Missouri,0
29197,Schuyler County,Missouri,0.64
29199,Scotland County,Missouri,0
29201,Scott County,Missouri,0
29203,Shannon County,Missouri,0
